code,name,brand,categories,countries,energy_kcal,fat,sugar,protein,salt,integrity_score,risk_level
3572420000795,Croc'Choco Blanc,Lucien Georgelin,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Céréales fourrées,Céréales pour petit déjeuner fourrées fourrage autre que chocolat enrichies en vitamines et minéraux",France,435.0,13.1,35.1,8.1,0.605,0.8535443063936683,moderate
3578830129231,Multivit AZINC Arkopharma,Arkopharma,en:vitaminen,fr:France,24.0,0.0,12.0,32.0,0.0,0.9444327752296675,low
3578831419430,Thym complément alimentaire,,en:dietary-supplements,France,0.0,0.0,0.0,0.0,,1.0,low
3578835500059,Arkopharma Défenses Naturelles Royal Dynergie Fortif Stim,Arkopharma,en:dietary-supplements,France,0.0,0.0,0.0,0.0,0.0,1.0,low
3578835500257,Arkopharma Programme Minceur Detox-starter-booster 30 Jours,arkopharma,"fr:Programme minceur bio, en:dietary-supplements",France,0.0,0.0,0.0,0.0,,0.9956459012865895,low
3578840003569,Yaourt de brebi bio brassé mûr-myrtille,DOUCEURS BASQUE,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Surgelés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts au lait de brebis, en:yoghurts-high-in-protein-on-a-fruit-layer",France,136.7,5.8,15.0,4.6,0.1,0.8528202946577099,moderate
3582810240021,Pu Erh,Les Jardins de Gaïa,"Plant-based foods and beverages, Beverages, Plant-based foods, Hot beverages, Plant-based beverages, Teas, Herbal teas, Black teas, Unsweetened beverages",France,4.0,0.0,0.0,0.0,,0.986163849117017,low
3582811005025,Tisane Bonne Nuit Bio - Sachet 50 G - Les Jardins De Gaïa,Les Jardins de Gaïa,en:herbal-teas,France,4.0,0.0,0.0,0.0,0.0,0.9914604220000781,low
3582811005179,Tisane Remede Elfique - Sachet 50 G - Les Jardins De Gaïa,Les Jardins de Gaïa,en:herbal-teas,France,4.0,0.0,0.0,0.0,0.0,0.9914604220000781,low
3582811005223,Tisane De Noël,Les Jardins de Gaïa,en:herbal-tea-blends,France,4.0,0.0,0.0,0.0,0.0,0.9948181931596081,low
3582811716129,Epices Vin Chaud Bio - 100 G - Les Jardins De Gaïa,Les jardins de Gaïa,en:herbal-teas,France,1.0,0.0,0.0,0.1,0.0,1.0,low
3583784847766,High protein bar chocolate x8,Decathlon,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bars, Candy chocolate bars, en:protein-bars, Produits pour sportifs","République tchèque,France",213.0,6.7,0.6,30.0,0.001625,0.8432848517083722,low
3583787118146,Whey protein fraise,"Corength, Decathlon","en:protein-powders, Produits pour sportifs",France,366.0,3.7,9.5,69.0,1.2,0.8692362075422508,moderate
3583787170601,Vegan protein,Decathlon,Protein powders,"France, en:spain",385.0,8.8,0.5,71.0,2.8,0.9282343932378504,low
3583787291528,Recovery protein bar coco x6,Décathlon,"en:Protein bars, Produits pour sportifs",France,433.0,12.0,33.0,33.0,0.27,0.8451541490927778,moderate
3583787291535,Recovery protein bar chocolat x6,Decathlon,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars, Produits pour sportifs",France,396.0,9.5,34.0,33.0,0.4425,0.8989532409637015,moderate
3583787357330,Whey protein cookies & cream,Décathlon,"Dietary supplements, Bodybuilding supplements, Protein powders, Produits pour sportifs",France,361.0,3.7,10.0,70.0,1.2775,0.895978136824183,moderate
3583787458693,Whey protein chocolat,DÉCATHLON,"Supplementi dietetici, Integratori per bodybuilding, Proteine in polvere, Produits pour sportifs","France, Italy, en:spain",378.0,3.1,8.0,70.0,2.5,0.822301988927803,moderate
3583787459256,Energy date bar banane x10,Décathlon,"Snacks, Snacks sucrés, Confiseries, Barres, Barres de céréales, Barres de céréales aux fruits, Barre céréalière équilibre aux fruits enrichie en vitamines et minéraux, Surgelés, Produits pour sportifs",France,344.0,7.8,43.0,6.2,0.05,0.8770779443309086,moderate
3583787510940,Whey,Decathlon,"Dietary supplements, Bodybuilding supplements, Protein powders",France,394.0,5.5,0.0,70.0,,1.0,low
3583787572191,Electrolyte Tabs x20 - Lemon,"Aptonia, Decathlon","Beverages and beverages preparations, Beverages, Artificially sweetened beverages, Diet beverages, Dietary supplements, Dietary drink for sport, en:bodybuilding-supplements, Produits pour sportifs",France,7.0,0.0,0.0,0.0,0.625,0.9464837595007584,low
3583787691069,Iso+ peach,"Aptonia,Decathlon","Beverages and beverages preparations, Beverages, fr:Produits pour sportifs, en:dietary-supplements","Suisse, France",130.72,0.0,16.72,0.0,0.988,0.99349312219345,low
3583787745007,Antonia After Sport Protein Bars,Aptonia,"Dietary supplements, Bodybuilding supplements, Protein bars",en:France,405.0,12.0,29.0,28.0,0.208,0.8781424632616511,moderate
3583787930984,Energy fruit mix ecosize,Decathlon,"en:dietary-supplements, Produits pour sportifs",France,116.0,0.8,16.0,0.5,0.01,0.9527785554152608,low
3583788156314,Energy fruit mix apple banana,"Aptonia, Decathlon","en:dietary-supplements, Produits pour sportifs",France,101.0,0.5,14.0,0.5,0.0975,0.9295814085842498,low
3583788160083,Source amanda,Aptonia,"Bebidas, Águas, Águas de nascente, Água Mineral","France,Spain",0.0,,,,,0.9956459012865895,low
3583788161295,Energy cake x3 chocolate,"Aptonia, Decathlon","Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, en:cake-mixes, Produits pour sportifs","France,Spain",406.0,9.5,32.0,10.0,1.3,0.9513878300218408,moderate
3583788207269,Energy gel,Aptonia,en:dietary-supplements,France,280.0,0.5,39.0,0.8,0.39,1.0,low
3583788287438,Lean Protein,Aptonia,en:protein-powders,France,363.0,6.67,4.67,73.0,0.0,0.9799133782198317,low
3583788287452,Lean Protein,Aptonia,en:protein-powders,France,362.0,6.7,4.5,73.1,1.5,0.9718992362483196,low
3583788295181,Energy gel,Aptonia,en:dietary-supplements,France,292.0,0.5,48.0,0.5,0.7,0.8304369470642283,moderate
3583788295204,Energy gel g-easy,Aptonia,en:dietary-supplements,France,280.0,0.5,39.0,0.8,0.39,1.0,low
3583788344124,after sport  Protein Bar,Aptonia,"Dietary supplements,Bodybuilding supplements,Protein bars",France,448.0,18.0,27.0,25.0,0.33,0.8662840569271705,moderate
3583788426622,Carnitine,Aptonia,en:dietary-supplements,France,1.0,0.0,0.0,0.0,,0.9992837504047503,low
3583788442394,"Mass Gainer 7, Milch",Aptonia,en:dietary-supplements,France,389.0,3.0,41.0,40.0,0.17,0.9023037067732037,moderate
3583788442400,Mass gainer,Aptonia,"Dairies, Milks, en:dietary-supplements",France,381.0,3.5,41.0,40.0,0.16,0.8964817235686134,moderate
3583788442417,Mass Gainer,Aptonia,en:bodybuilding-supplements,France,381.0,3.5,41.0,40.0,0.2,0.9620679930535396,moderate
3583788494829,Muscle Growth Protein Bar,Aptinia,en:Protein bars,France,399.0,13.0,29.0,34.0,0.34,0.8585660107610786,moderate
3585810016726,Thé Imperial Label,Kusmi Tea,"Plant-based foods and beverages, Beverages, Plant-based foods, Hot beverages, Plant-based beverages, Teas, en:herbal-teas",France,1.0,0.0,0.0,0.0,,0.9934440573362235,low
3585810049892,AquaRosa,Kusmi Tea,"Beverages and beverages preparations, Beverages, Beverage preparations, Herbal teas, en:flavored-black-teas",France,0.0,0.0,0.0,0.0,0.0,0.9956171564369409,low
3585810053073,Thé Blue detox,Kusmi Tea,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Beverage preparations,Teas,Herbal teas,Non-alcoholic beverages,Unsweetened beverages",France,0.0,0.0,0.0,0.0,0.0,0.9956171564369409,low
3585810053158,Blue Detox,Kusmi Tea,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas, Non-alcoholic beverages, Unsweetened beverages",France,0.0,0.0,0.0,0.0,0.0,1.0,low
3595899501976,Phytosun Aroms Aromadoses Confort Urinaire 30 Capsules (urinary),,en:herbal-teas,France,0.0,0.0,0.0,0.0,,1.0,low
3596710290307,Eau minérale naturelle,Auchan,"Beverages and beverages preparations, Beverages, Waters, Spring waters, Mineral waters, Natural mineral waters, Non-carbonated natural mineral waters, en:unsweetened-beverages","en:France, Monde",0.0,0.0,0.0,0.0,0.01,0.9875207434104628,low
3596710409617,Infusion Menthe Thym BIO - 30g AUCHAN issu de l'agriculture biologique,"Auchan, Auchan Bio","Boissons, Préparations pour boissons, Infusions, en:Instant herbal teas","France,Monde",0.0,0.0,0.0,0.0,0.0,0.9972522692053034,low
3596710409624,Infusion Ventre plat menthe poivrée anis mauve réglisse BIO - 30g AUCHAN issu de l'agriculture biologique,"Auchan, Auchan Bio","Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Infusions, Boissons et préparations de boissons, Préparations pour boissons, en:Instant herbal teas","France, Monde",1.0,0.0,0.1,0.0,0.0,0.9940254881956097,low
3596710413638,Auchan cereales coeur lait 400g,"Auchan,Jumblies","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Céréales fourrées,Céréales pour petit déjeuner fourrées fourrage autre que chocolat enrichies en vitamines et minéraux, en:Packaged cereals","France,Monde",438.0,13.0,25.0,7.4,0.65,0.8479233320907189,moderate
3596710427116,Thé instantané saveur citron,Auchan,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Préparations pour boissons,Produits déshydratés,Thés,Produits lyophilisés à reconstituer,Infusions,Thés aromatisés,Boissons instantanées,Boissons sans alcool,Boissons lyophilisées,Thés au citron,en:Instant herbal teas,Boissons avec sucre ajouté,Thes-instantanes","France,Monde",389.0,0.5,94.0,0.5,0.23,0.7942743566971366,moderate
3596710437849,Eau minérale pétillante sans sucres saveur menthe,Auchan,"Beverages and beverages preparations, Beverages, Waters, Unsweetened beverages, Flavored waters, en:mineral-waters",France,1.0,0.5,0.1,0.5,0.01,0.9814012504954156,low
3596710444212,Yaourt de Brebis sur lit de Fruits Jaunes,Auchan,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts au lait de brebis, en:yoghurts-high-in-protein-on-a-fruit-layer, Assortiments d'aliments, Assortiments de produits laitiers","France, Monde",102.0,2.3,14.0,4.2,0.13,0.8346528869730967,moderate
3596710451838,"AUCHAN BIO Infusion DigestionMélisse, romarin ,menthe douce","Auchan, Auchan Bio","Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Surgelés,Boissons chaudes,Boissons à base de végétaux,Préparations pour boissons,Infusions, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9897839111976379,low
3596710451845,"AUCHAN BIO Infusion SommeilFeuilles d'oranger, mélisse, camomille, marjolaine","Auchan, Auchan Bio","Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Infusions,Tisanes de plantes mélangées,Infusions Bonne Nuit, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9974767041374474,low
3596710451852,"AUCHAN BIO Infusion DrainanteREINE DES PRES, FEUILLES DE FRAMBOISIER, GINGEMBRE","Auchan, Auchan Bio","Boissons et préparations de boissons, Préparations pour boissons, Infusions, en:Instant herbal teas","France, Monde",1.0,0.5,0.5,0.5,0.01,0.9932264766785047,low
3596710451869,AUCHAN BIO Infusion Tilleul,"Auchan, Auchan Bio","Boissons et préparations de boissons, Préparations pour boissons, Infusions, en:Instant herbal teas","France, Monde",1.0,0.5,0.5,0.5,0.01,0.9932264766785047,low
3596710485109,P'tit dej animaux,"Auchan, Kids","Snacks,Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Surgelés,Biscuits,Biscuits au chocolat,Biscuits secs,Biscuit sec pour petit déjeuner,Biscuit aux céréales pour petit déjeuner enrichis en vitamines et minéraux, Assortiments d'aliments, Assortiments de gâteaux secs et biscuits, en:Biscuits or Cookies (Perishable)","France,Monde",468.0,17.0,24.0,5.8,0.22,0.859752302274139,moderate
3596710486397,"AUCHAN BIO Infusion Brûle graisseMaté, citronnelle, saveur orange","Auchan, Auchan Bio","en:herbal-teas, en:Instant herbal teas","France, Monde",1.0,0.5,0.5,0.5,0.01,0.9765614902807612,low
3596710486403,"AUCHAN BIO Infusion du soirFeuilles d'oranger, citronnelle, mélisse","Auchan, Auchan Bio","en:herbal-teas, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9765614902807612,low
3596710486410,"AUCHAN BIO Infusion DETOXFrêne, citronnelle, cynorrhodon","Auchan, Auchan Bio","Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Infusions, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9941758374103231,low
3596710486441,"AUCHAN BIO Infusion DétenteFeuilles d'oranger, camomille, verveine, réglisse","Auchan, Auchan Bio","Boissons et préparations de boissons, Préparations pour boissons, Infusions, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9932264766785047,low
3596710486458,AUCHAN BIO Infusion Camomille,"Auchan Bio, auchan","Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Infusions, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9941758374103231,low
3596710486465,Infusion Verveine issue de l'agriculture biologique,"Auchan, Auchan Bio","Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Infusions, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9974767041374474,low
3596710486472,AUCHAN BIO Infusion Thym,"Auchan, Auchan Bio","Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Infusions,Infusions de thym, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9974767041374474,low
3596710486502,AUCHAN BIO Infusion Thym romarin lavande,"Auchan, Auchan Bio","Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Infusions,Infusions de thym, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9974767041374474,low
3596710486526,Infusion saveur pomme cannelle,Auchan,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Préparations pour boissons,Thés,Infusions, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9932264766785047,low
3596710486533,Infusion Saveur Fruits Rouges,Auchan,"Boissons et préparations de boissons,Préparations pour boissons,Infusions,Infusions aux fruits,Infusions aux fruits rouges, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9932264766785047,low
3596710486540,infusion rooibos saveur vanille,Auchan,"Boissons et préparations de boissons, Préparations pour boissons, Infusions, en:Instant herbal teas","France,Monde",1.0,0.5,0.5,0.5,0.01,0.9932264766785047,low
3596710486564,AUCHAN BIO Thé Noir Breakfast,"Auchan, Auchan Bio","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Beverage preparations, Teas, Herbal teas, Instant herbal teas, en:black-teas","France,Monde",1.0,0.0,0.0,0.1,0.0,0.9925677579731708,low
3596710486601,Thé noir saveur citron,Auchan,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas, Black teas, Flavored teas, Flavored black teas, en:lemon-teas","France, Monde",1.0,0.5,0.5,0.5,0.01,0.999530746368518,low
3596710486670,AUCHAN BIO Thé vert gingembre saveur citron,"Auchan, Auchan Bio","Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Thés,Thés verts,Thés verts aromatisés, Préparations pour boissons, Infusions, en:Instant herbal teas","France,Monde",1.0,0.0,0.0,0.1,0.0,0.9919947830095651,low
3596710494187,"Muesli Fruits et NoixRaisins, Noisettes, Noix de coco",Auchan Bio,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales aux fruits, Mueslis, Mueslis floconneux, Mueslis aux fruits, Mueslis floconneux aux fruits, Céréales pour petit déjeuner riches en fibres, Céréales aux fruits à coques, Muesli floconneux aux fruits non enrichi en vitamines et minéraux, Muesli floconneux aux fruits sans sucres ajoutés, Mueslis aux fruits à coque, Snacks, Snacks sucrés, Barres, Barres de céréales","France,World",372.0,7.3,16.0,9.4,0.02,0.8523695185173975,moderate
3596710494231,Boules Miel,"Auchan, Auchan Bio","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Honey cereal balls, Breakfast cereals puffed corn with honey not fortified with vitamins and chemical elements, extruded cereals","France, Monde",392.0,4.7,22.0,5.7,0.01,0.8613075215166376,moderate
3596710523214,coeur lait,Auchan,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales fourrées,Céréales pour petit déjeuner fourrées fourrage autre que chocolat enrichies en vitamines et minéraux, en:Packaged cereals","France,Monde",438.0,13.0,25.0,7.4,0.65,0.8479233320907189,moderate
3596710527977,Eau minérale pétillante saveur agrumes,Auchan,"Beverages and beverages preparations, Beverages, Carbonated drinks, Waters, Spring waters, Carbonated waters, Flavored waters, Mineral waters, Carbonated mineral waters, en:unsweetened-beverages, Boissons aromatisées","France, Monde",0.0,0.5,0.5,0.5,0.01,0.9625294381012005,low
3596710534906,Infusion glacée Détox,Auchan,"en:herbal-tea-blends, en:Instant herbal teas",France,1.0,0.0,0.5,0.0,0.0,0.9831169183700366,low
3596710534913,Infusion glacée Infusion pêche framboise 40g,Auchan,"Boissons et préparations de boissons, Préparations pour boissons, Infusions, en:Instant herbal teas",France,1.0,0.5,0.5,0.5,0.01,0.9948586125760575,low
3596710534920,Infusion glacée saveur Fruits exotiques,Auchan,"en:herbal-teas, en:Instant herbal teas",France,1.0,0.5,0.5,0.5,0.01,0.9765614902807612,low
3596710545599,Thym,Auchan,"Boissons et préparations de boissons, Préparations pour boissons, Infusions, en:Instant herbal teas, Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Plantes condimentaires, en:Herbs and spices, Plantes aromatiques, Herbes aromatiques, Thym",France,1.0,0.5,0.5,0.5,0.01,0.9932264766785047,low
3596710547982,Whey* - Goût Chocolat. *WHEY = Protéines de lactosérum.,Auchan EAT'N MOVE WHEY,"Dietary supplements, Bodybuilding supplements, en:protein-powders",France,396.0,7.1,1.5,74.0,1.5,0.9977616643481387,low
3596710547999,WHEY - saveur vanille,"Auchan, Santé","Dietary supplements, Bodybuilding supplements, en:protein-powders",France,374.0,4.2,9.1,73.0,1.6,0.888803085276982,moderate
3596710548125,EAT'N MOVEENERGY* - Pâte de fruits mangue,"Auchan, Santé","Dietary supplements, Bodybuilding supplements, en:fruit-pastes",France,334.0,0.5,71.0,0.5,0.42,0.8132239059383181,moderate
3596710549962,Thé instantané saveur menthe,Auchan,"Boissons et préparations de boissons, Préparations pour boissons, Infusions, en:Instant herbal teas",France,30.0,0.5,7.3,0.5,0.01,0.9151980667010051,low
3596710551705,Infusion nuit tranquille,Pouce,"Boissons et préparations de boissons, Préparations pour boissons, Infusions, en:Instant herbal teas",France,1.0,0.5,0.5,0.5,0.01,0.9893985095389513,low
3598201735182,Energy bar,Go Sport,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, en:protein-bars",France,355.0,3.8,39.0,6.2,0.4,0.8929105281892195,moderate
